;0;1
0;MAX_TEMPERATURE_C;0.01469616368102013
1;WINDSPEED_MAX_KMH;0.009532331244102063
2;PRECIP_TOTAL_DAY_MM;0.0021292043399625256
3;HUMIDITY_MAX_PERCENT;0.002819300413036161
4;PM25_t;0.11054161698997604
5;MAX_TEMPERATURE_C_T_1;0.006884887009089441
6;WINDSPEED_MAX_KMH_T_1;0.00559947519670044
7;PRECIP_TOTAL_DAY_MM_T_1;0.002118937036074259
8;HUMIDITY_MAX_PERCENT_T_1;0.0018164518624290999
9;PM25_t_T_1;0.1448157326583989
10;MAX_TEMPERATURE_C_T_2;0.003938761502504571
11;WINDSPEED_MAX_KMH_T_2;0.003919132135757477
12;PRECIP_TOTAL_DAY_MM_T_2;0.0012136323581388626
13;HUMIDITY_MAX_PERCENT_T_2;0.0022877325507865607
14;PM25_t_T_2;0.10861618478187159
15;MAX_TEMPERATURE_C_T_3;0.0006121860825133515
16;WINDSPEED_MAX_KMH_T_3;0.003306839764247862
17;PRECIP_TOTAL_DAY_MM_T_3;0.002458819567307997
18;HUMIDITY_MAX_PERCENT_T_3;0.0015701895519082997
19;PM25_t_T_3;0.08666191168263121
20;MAX_TEMPERATURE_C_T_4;0.002370236628787539
21;WINDSPEED_MAX_KMH_T_4;0.00457676264773174
22;PRECIP_TOTAL_DAY_MM_T_4;0.0035894599734186414
23;HUMIDITY_MAX_PERCENT_T_4;0.0018964596332837354
24;PM25_t_T_4;0.11596596921016875
25;MAX_TEMPERATURE_C_T_5;0.002853249945842016
26;WINDSPEED_MAX_KMH_T_5;0.0017074554021944603
27;PRECIP_TOTAL_DAY_MM_T_5;0.001204809020443564
28;HUMIDITY_MAX_PERCENT_T_5;0.001380765459775994
29;PM25_t_T_5;0.12858690996466057
30;MAX_TEMPERATURE_C_T_6;0.0013129278099921766
31;WINDSPEED_MAX_KMH_T_6;0.0014128903277797018
32;PRECIP_TOTAL_DAY_MM_T_6;0.000478832851944329
33;HUMIDITY_MAX_PERCENT_T_6;0.0010319763576600513
34;PM25_t_T_6;0.09165600826377686
35;MAX_TEMPERATURE_C_T_7;0.0024895024645718525
36;WINDSPEED_MAX_KMH_T_7;0.002055903323702341
37;PRECIP_TOTAL_DAY_MM_T_7;0.00033090713206548547
38;HUMIDITY_MAX_PERCENT_T_7;0.000979741381371722
39;PM25_t_T_7;0.0042187368533175675
40;MAX_TEMPERATURE_C_T_8;0.0014952663666396664
41;WINDSPEED_MAX_KMH_T_8;0.0022592540587308653
42;PRECIP_TOTAL_DAY_MM_T_8;0.00038239084652446064
43;HUMIDITY_MAX_PERCENT_T_8;0.0010518746840388147
44;PM25_t_T_8;0.004006515258331578
45;MAX_TEMPERATURE_C_T_9;0.0029665870962150716
46;WINDSPEED_MAX_KMH_T_9;0.0021366865008111166
47;PRECIP_TOTAL_DAY_MM_T_9;0.00031712902595879325
48;HUMIDITY_MAX_PERCENT_T_9;0.0014356489049151143
49;PM25_t_T_9;0.0019924452173033145
50;MAX_TEMPERATURE_C_T_10;0.008611800624471304
51;WINDSPEED_MAX_KMH_T_10;0.0018928317230057605
52;PRECIP_TOTAL_DAY_MM_T_10;0.0005326561825975042
53;HUMIDITY_MAX_PERCENT_T_10;0.0009868570880606727
54;PM25_t_T_10;0.0038345107962661574
55;MAX_TEMPERATURE_C_T_11;0.002844373577147476
56;WINDSPEED_MAX_KMH_T_11;0.0019376553047729347
57;PRECIP_TOTAL_DAY_MM_T_11;0.0011734026557799998
58;HUMIDITY_MAX_PERCENT_T_11;0.004572318713009725
59;PM25_t_T_11;0.0037011549091896393
60;MAX_TEMPERATURE_C_T_12;0.002997122944452176
61;WINDSPEED_MAX_KMH_T_12;0.003342103621091894
62;PRECIP_TOTAL_DAY_MM_T_12;0.0018346507923877452
63;HUMIDITY_MAX_PERCENT_T_12;0.0009901719165418003
64;PM25_t_T_12;0.0016315789271495868
65;MAX_TEMPERATURE_C_T_13;0.0030557001410415454
66;WINDSPEED_MAX_KMH_T_13;0.004378058905851602
67;PRECIP_TOTAL_DAY_MM_T_13;0.0007967953650676382
68;HUMIDITY_MAX_PERCENT_T_13;0.0007445731787406523
69;PM25_t_T_13;0.0020505032259584732
70;MAX_TEMPERATURE_C_T_14;0.0020219159716349405
71;WINDSPEED_MAX_KMH_T_14;0.005112112517748837
72;PRECIP_TOTAL_DAY_MM_T_14;0.0002769893456971968
73;HUMIDITY_MAX_PERCENT_T_14;0.0008894754329495017
74;PM25_t_T_14;0.0015850898712967962
75;MAX_TEMPERATURE_C_T_15;0.003567007964004013
76;WINDSPEED_MAX_KMH_T_15;0.005470598344254686
77;PRECIP_TOTAL_DAY_MM_T_15;0.000624538092189596
78;HUMIDITY_MAX_PERCENT_T_15;0.0008483555152714613
79;PM25_t_T_15;0.0014046912978172138
80;MAX_TEMPERATURE_C_T_16;0.006953349364497975
81;WINDSPEED_MAX_KMH_T_16;0.0016355054300821877
82;PRECIP_TOTAL_DAY_MM_T_16;0.0005431939180005009
83;HUMIDITY_MAX_PERCENT_T_16;0.0007956974362386736
84;PM25_t_T_16;0.0012305438390563218
85;MAX_TEMPERATURE_C_T_17;0.007441741637429363
86;WINDSPEED_MAX_KMH_T_17;0.0017249708392417732
87;PRECIP_TOTAL_DAY_MM_T_17;0.0006673256897353842
88;HUMIDITY_MAX_PERCENT_T_17;0.000883223522520477
89;PM25_t_T_17;0.0007320603573338788
