;y_truth;DecisionTree;AdaBoost;MLP;RandomForest;XGB;SVM;LightGBM;catBoost;Dummy Classifier
0;61.0;58.0;63.0;65.37239455539557;62.48124637681158;62.76699;73.68950589098539;63.84203526370272;61.72525916482734;83.9014347826087
1;62.0;63.0;68.0;65.97318356557079;65.18811594202897;61.572662;75.34224749107088;64.90968418713548;64.34125732040572;83.9014347826087
2;65.0;69.0;69.0;62.283440250548644;68.00717391304346;68.26416;75.87821012567596;69.62058278982508;66.20762946687917;83.9014347826087
3;76.0;77.0;76.0;72.50061592300348;76.25;73.91335;77.33949362317475;77.60694267988626;72.34543718072608;83.9014347826087
4;86.0;98.0;84.0;82.82952404520152;85.14;77.48223;78.77123996899459;84.60375601121405;79.13839609245552;83.9014347826087
5;86.0;90.0;89.0;88.1476406220117;87.36;86.32537;80.90164550872846;84.21808189382452;86.86607080044554;83.9014347826087
6;89.0;84.0;90.0;94.40334709173003;92.35;89.11585;83.35870474522395;90.42917556199117;96.29840703027241;83.9014347826087
7;89.0;87.0;91.0;93.21161375270664;90.98;93.6369;84.49926629736821;88.31033530113156;93.47141495264584;83.9014347826087
8;89.0;81.0;91.0;94.54106191529485;91.94;91.75052;85.04206262600304;88.65491528601406;88.85032537246772;83.9014347826087
9;89.0;91.0;92.0;93.13144667853449;93.09;94.15685;84.54870491420324;90.24673630783383;92.18304573860577;83.9014347826087
10;89.0;93.0;92.0;88.88504733194848;93.03;95.54643;83.0895005188985;92.27589552606939;95.58722533807143;83.9014347826087
11;89.0;92.0;89.0;95.43822643822465;91.54;85.90398;81.69321527736562;93.16292956882059;91.01810013405422;83.9014347826087
12;89.0;89.0;87.0;89.36532876794932;91.27;85.184586;80.23715061220184;89.78315538259714;85.52033853862719;83.9014347826087
13;76.0;77.0;77.0;86.45083047043755;78.11;78.87963;77.93207128230152;79.4295182645635;78.57241022248937;83.9014347826087
14;76.0;77.0;80.0;84.38594978635358;79.0178115942029;79.95931;77.25581708797426;79.70241184189756;80.57982439047221;83.9014347826087
15;76.0;77.0;77.0;80.71273709309268;80.50781159420289;80.05143;77.26355626015655;80.65469738643783;80.5740579486675;83.9014347826087
16;76.0;74.0;77.0;83.08449168747522;79.26;81.35275;76.56109795842039;78.98587742226601;82.97720165138777;83.9014347826087
17;76.0;77.0;77.0;79.95321868155126;78.88;74.523026;75.8867976219263;81.42927570563471;80.10570528544865;83.9014347826087
