;0;1;2;3;4;5;6;7;8
0;DecisionTree;AdaBoost;MLP;RandomForest;XGB;SVM;LightGBM;catBoost;Dummy Classifier
1;24.63920143817626;16.829759304151228;14.325508199658167;16.9264843153633;17.935737182055615;12.689482443342202;17.259598474974112;16.098681381399317;16.39296852604123
2;-1.8722418435503352;-0.34005788402703274;0.02907021579184088;-0.3555054710267922;-0.5219704184921761;0.23817439199151857;-0.4093833117584613;-0.22616342842885806;-0.27140220015042393
3;17.56376811594203;13.098144927536232;11.638628842071155;13.510044057971015;14.260066066686658;10.048380988304942;13.666443643121232;12.759419990477529;14.569153043478263
