;y_truth;DecisionTree;AdaBoost;MLP;RandomForest;XGB;SVM;LightGBM;catBoost;Dummy Classifier
0;61.0;56.0;65.0;61.19227123699668;62.133434782608695;64.625656;69.41463916690553;60.49948905436263;62.73741950100295;83.9014347826087
1;62.0;64.0;69.0;64.73288611117498;68.85686956521738;64.32;70.15302765527888;68.66125719326384;65.03061548484796;83.9014347826087
2;65.0;71.0;69.0;63.46778903901379;69.82124637681159;64.42921;70.52874507244488;68.28342275228538;63.76022442410961;83.9014347826087
3;76.0;87.0;71.0;62.95832166968042;70.78905797101449;65.94453;71.6848722989302;69.35231902030303;67.39306931465731;83.9014347826087
4;86.0;76.0;77.0;73.8022621355977;77.6178115942029;73.50045;74.3958256712333;74.83085084184226;76.58756375897326;83.9014347826087
5;86.0;83.0;85.0;83.40552828968204;86.96;84.30351;79.11248613163397;84.27763034473068;86.4177244824674;83.9014347826087
6;89.0;101.0;91.0;92.31843263625093;91.88;95.44241;83.37491592440702;90.98333510445785;90.60778753302496;83.9014347826087
7;89.0;103.0;93.0;93.03107441481959;95.15;96.922;87.31267489340699;90.68610161689388;93.11653179631018;83.9014347826087
8;89.0;77.0;89.0;88.8741321060403;91.06;95.12516;88.07227452805688;93.9023785119705;92.60294932068132;83.9014347826087
9;89.0;83.0;92.0;87.2069732880333;91.02;94.53605;87.49899581293307;87.58536823729615;92.07360119945817;83.9014347826087
10;89.0;91.0;92.0;84.92748897608963;90.93;94.40571;85.37572490271592;94.9858776629922;96.15518966288926;83.9014347826087
11;89.0;90.0;89.0;85.50272100045395;90.74;90.12694;83.08596715429155;90.96893346277174;91.04657601282187;83.9014347826087
12;89.0;90.0;90.0;88.44154961663212;89.8;87.438965;82.14439297032709;91.08475325475733;88.35052239698842;83.9014347826087
13;76.0;76.0;82.0;81.9950983889624;83.1478115942029;80.36954;80.11777822682086;81.18448261653982;79.03794106370563;83.9014347826087
14;76.0;76.0;82.0;82.33180610166538;80.22;87.75902;80.47732586543862;80.07474506519743;80.85880145844908;83.9014347826087
15;76.0;98.0;81.0;77.9454455562012;82.2;80.53367;78.89317897233165;80.71472502296808;84.45403624729401;83.9014347826087
16;76.0;76.0;82.0;80.87609515023631;79.88;80.39657;78.48475033112233;78.9224681404206;84.03057042670729;83.9014347826087
17;76.0;77.0;82.0;77.83242176798794;80.41;79.271126;77.80429805444902;79.6337952122129;83.40064186757128;83.9014347826087
18;76.0;72.0;77.0;73.18799666199523;78.4456231884058;75.251816;75.30696248324517;77.39160963497532;77.22768650014505;83.9014347826087
19;75.0;76.0;76.0;71.24002411289732;74.2;68.784615;72.00247861040741;73.255008390312;72.6291701487877;83.9014347826087
20;63.0;71.0;69.0;64.13730245858665;67.88811594202899;66.38067;70.23669648054545;69.63511317660611;67.52678439324717;83.9014347826087
21;63.0;71.0;69.0;65.86478235173902;69.63249275362317;71.27874;72.50487538610729;73.1803647107527;69.9804139729423;83.9014347826087
22;63.0;68.0;67.78115942028985;68.12988798311859;68.2290579710145;64.83051;71.2597156740306;66.50654882411884;67.88936882669029;83.9014347826087
23;63.0;66.0;68.0;68.89665156380666;66.37468115942029;67.92089;71.76768169779051;67.97495346685979;70.15093780345585;83.9014347826087
24;63.0;66.0;68.0;72.63976232824083;67.21249275362318;67.90824;71.45741366145194;66.60559302095349;64.88939065113229;83.9014347826087
25;66.0;67.78115942028985;67.78115942028985;71.81225403613179;67.78373913043477;64.49494;71.16964085603917;66.20065995180816;68.09857937620922;83.9014347826087
26;66.0;67.0;69.0;69.9761055955706;68.84155072463766;66.14573;71.66873026159519;69.81657424463545;68.84117464388022;83.9014347826087
27;66.0;57.0;69.0;65.89162868323415;68.50905797101449;64.29833;70.6388182807413;69.24779328242619;66.53777400851266;83.9014347826087
