;y_truth;DecisionTree;AdaBoost;MLP;RandomForest;XGB;SVM;LightGBM;catBoost;Dummy Classifier
0;61.0;56.0;63.0;66.47155946033818;63.19249275362317;63.87185;75.611261643799;64.79517447297;63.599372299913696;83.9014347826087
1;62.0;67.78115942028985;67.0;68.01608588285279;64.94498550724636;67.08695;76.3038547077097;66.02077334198721;66.33675759285933;83.9014347826087
2;65.0;76.0;69.0;66.74394783018724;68.45373913043477;69.43834;76.90580399463234;68.56943547434429;67.5073097290116;83.9014347826087
3;76.0;77.0;76.0;69.80042346085264;75.70124637681158;76.560234;78.17099776648678;78.12210730508357;73.2541396082022;83.9014347826087
4;86.0;103.0;84.0;75.42045202949268;86.46;77.836334;79.08695036103842;81.65614527834646;82.00689705585887;83.9014347826087
5;86.0;95.0;89.0;80.92767292121056;88.86;85.871956;80.3866670611779;87.40986391007166;86.75165738378844;83.9014347826087
6;89.0;84.0;91.0;88.80438247046268;91.84;96.49863;81.69190059971295;91.4059787695236;87.43926971330464;83.9014347826087
7;89.0;90.0;90.0;85.39316193528012;89.65;92.10163;81.60338945550058;87.90555822979132;92.73355713270038;83.9014347826087
8;89.0;84.0;91.0;87.6002012929291;92.24;93.407455;81.62284829839152;89.50498781713839;93.0930422537262;83.9014347826087
9;89.0;92.0;90.0;86.10879186675447;95.02;92.772514;81.5536576270978;89.7503445759324;90.80915940426237;83.9014347826087
10;89.0;92.0;92.0;90.69312439345316;92.04;95.598946;80.70775172449413;91.75905387592654;92.03381098643592;83.9014347826087
11;89.0;86.0;90.0;87.2586517709362;91.4;86.79786;80.0367832415898;89.96791302482025;92.67149188458319;83.9014347826087
12;89.0;90.0;89.0;82.49178032097552;89.46;86.98602;79.00321716803404;88.02086949495298;87.01390522328849;83.9014347826087
13;76.0;75.0;77.0;81.9759605531761;77.05;79.85064;77.55189550309227;77.80537207412306;79.79924436207774;83.9014347826087
14;76.0;77.0;78.0;73.1562206714319;78.21;72.672646;76.85717531516386;79.02141086370331;80.36768883518657;83.9014347826087
15;76.0;69.0;77.0;75.24113036800908;78.55;78.35389;76.53935979795789;80.57610308584401;80.02081896874411;83.9014347826087
16;76.0;72.0;80.0;71.99089709606862;78.08781159420289;78.923225;76.20988373417786;81.62508345356261;80.38237673913282;83.9014347826087
