;0;1
0;MAX_TEMPERATURE_C;0.016547015648010935
1;WINDSPEED_MAX_KMH;0.005993842805124857
2;PRECIP_TOTAL_DAY_MM;0.0017625607563431867
3;HUMIDITY_MAX_PERCENT;0.000980786477816339
4;PM25_t;0.1004445450710654
5;MAX_TEMPERATURE_C_T_1;0.0042490946010586466
6;WINDSPEED_MAX_KMH_T_1;0.0036988768055204596
7;PRECIP_TOTAL_DAY_MM_T_1;0.0012501115922488968
8;HUMIDITY_MAX_PERCENT_T_1;0.0012183856379535704
9;PM25_t_T_1;0.15012337998436864
10;MAX_TEMPERATURE_C_T_2;0.004360109050193901
11;WINDSPEED_MAX_KMH_T_2;0.004072855746711855
12;PRECIP_TOTAL_DAY_MM_T_2;0.002269940477047067
13;HUMIDITY_MAX_PERCENT_T_2;0.0005654248123732906
14;PM25_t_T_2;0.09236918167013469
15;MAX_TEMPERATURE_C_T_3;0.0007306122157828287
16;WINDSPEED_MAX_KMH_T_3;0.0021792736077595938
17;PRECIP_TOTAL_DAY_MM_T_3;0.00010885280122897845
18;HUMIDITY_MAX_PERCENT_T_3;0.0010143547215420148
19;PM25_t_T_3;0.07832251121205926
20;MAX_TEMPERATURE_C_T_4;0.0003543301133843584
21;WINDSPEED_MAX_KMH_T_4;0.004060158009526619
22;PRECIP_TOTAL_DAY_MM_T_4;0.0016141104188451283
23;HUMIDITY_MAX_PERCENT_T_4;0.0006236849618645233
24;PM25_t_T_4;0.11481976328721218
25;MAX_TEMPERATURE_C_T_5;0.0011444924173575895
26;WINDSPEED_MAX_KMH_T_5;0.0036542867391765738
27;PRECIP_TOTAL_DAY_MM_T_5;0.0003719362407513299
28;HUMIDITY_MAX_PERCENT_T_5;0.0008734119896441503
29;PM25_t_T_5;0.13132728816453057
30;MAX_TEMPERATURE_C_T_6;0.002086882442035435
31;WINDSPEED_MAX_KMH_T_6;0.000822968552437431
32;PRECIP_TOTAL_DAY_MM_T_6;0.000521332765122223
33;HUMIDITY_MAX_PERCENT_T_6;0.0009573849840959338
34;PM25_t_T_6;0.09072470748773183
35;MAX_TEMPERATURE_C_T_7;0.0007204799615265185
36;WINDSPEED_MAX_KMH_T_7;0.0008105910108743655
37;PRECIP_TOTAL_DAY_MM_T_7;0.00025855968865763564
38;HUMIDITY_MAX_PERCENT_T_7;0.0007462089747953825
39;PM25_t_T_7;0.0032465838906759817
40;MAX_TEMPERATURE_C_T_8;0.0009986461931636153
41;WINDSPEED_MAX_KMH_T_8;0.002266093910745074
42;PRECIP_TOTAL_DAY_MM_T_8;0.0006233802019249493
43;HUMIDITY_MAX_PERCENT_T_8;0.001503247893966254
44;PM25_t_T_8;0.0023320444677934257
45;MAX_TEMPERATURE_C_T_9;0.0015731163544451703
46;WINDSPEED_MAX_KMH_T_9;0.0013645027720243566
47;PRECIP_TOTAL_DAY_MM_T_9;0.000835543096079976
48;HUMIDITY_MAX_PERCENT_T_9;0.001453601292557601
49;PM25_t_T_9;0.001574176952167191
50;MAX_TEMPERATURE_C_T_10;0.0034656270517734056
51;WINDSPEED_MAX_KMH_T_10;0.0013774762633677361
52;PRECIP_TOTAL_DAY_MM_T_10;0.0002941650069911783
53;HUMIDITY_MAX_PERCENT_T_10;0.0005671170896962511
54;PM25_t_T_10;0.0025657443546524806
55;MAX_TEMPERATURE_C_T_11;0.0028766960474099026
56;WINDSPEED_MAX_KMH_T_11;0.00035218521771325663
57;PRECIP_TOTAL_DAY_MM_T_11;0.0003018417859450895
58;HUMIDITY_MAX_PERCENT_T_11;0.003293165045944842
59;PM25_t_T_11;0.0025117897971045386
60;MAX_TEMPERATURE_C_T_12;0.0004991155283635347
61;WINDSPEED_MAX_KMH_T_12;0.000510169821545636
62;PRECIP_TOTAL_DAY_MM_T_12;0.0011225037144069932
