;y_truth;DecisionTree;AdaBoost;MLP;RandomForest;XGB;SVM;LightGBM;catBoost;Dummy Classifier
0;61.0;58.0;66.0;66.02711083008396;61.775623188405795;63.15424;75.62640772476868;66.18420738375907;65.19870516244448;83.9014347826087
1;62.0;67.78115942028985;67.78115942028985;71.86356733573162;65.51030434782608;63.29272;76.17571659503349;66.59221135910198;67.12905398509739;83.9014347826087
2;65.0;80.0;68.0;73.11957874142689;68.35030434782608;68.99088;76.50647549158084;70.54478863911226;68.6283130781805;83.9014347826087
3;76.0;75.0;72.0;71.56151769130817;75.70124637681158;72.23678;77.43781296691047;79.77905503031407;73.7889487506585;83.9014347826087
4;86.0;103.0;86.0;81.54085225323055;84.47;78.54388;78.19138616612881;83.55184639816576;83.08217011022873;83.9014347826087
5;86.0;95.0;90.0;81.13341315497595;87.89;87.73315;79.41420173848738;86.44845728932313;85.77224573118096;83.9014347826087
6;89.0;83.0;92.0;88.41973159216417;91.94;96.35927;80.38335531476672;89.37913905862511;91.62203025085695;83.9014347826087
7;89.0;91.0;92.0;87.44459734835301;92.59;94.213005;80.15947461943144;88.03239336692812;88.938188912376;83.9014347826087
8;89.0;81.0;91.0;85.39529277147952;92.49;86.70239;80.07464805869948;89.43407229601874;94.74143796347042;83.9014347826087
9;89.0;83.0;91.0;88.87483996773818;92.86;93.06175;79.83455958852814;89.17751739415266;89.61855968022344;83.9014347826087
10;89.0;90.0;90.0;87.29093485483968;90.02;93.310265;79.292163537802;91.45998500697405;93.71838247345025;83.9014347826087
11;89.0;93.0;89.0;90.7257233734498;91.37;87.90909;78.93170794356259;90.93749950149378;89.59702017232127;83.9014347826087
12;89.0;89.0;88.0;88.60767128264239;88.73;86.23792;78.24383623888193;87.42681579023285;85.06081661306496;83.9014347826087
13;76.0;77.0;77.0;78.92894513843503;78.42;81.12729;77.13921980494467;79.13430744780945;79.11394032067099;83.9014347826087
14;76.0;76.0;77.0;79.20281213514396;78.4878115942029;78.146164;76.49434340371002;78.93245684830858;81.3138615066821;83.9014347826087
15;76.0;69.0;77.0;74.92965255249905;78.73;77.13128;76.0692668071556;78.39094664858654;78.42757482761631;83.9014347826087
16;76.0;72.0;80.0;75.83831092704509;78.26;73.013565;75.68768959074532;80.11384037863566;78.7491683576821;83.9014347826087
17;76.0;77.0;80.0;73.16358248062194;78.2878115942029;74.719055;75.41573551823278;81.21637038626564;77.48529059071143;83.9014347826087
18;76.0;77.0;77.0;70.72321111557409;76.6;75.252365;74.92701322820675;76.90489822017089;77.94388403739359;83.9014347826087
19;75.0;76.0;75.0;70.72087033289962;73.29;72.05337;74.42897831282706;72.29871539735377;71.97374200077084;83.9014347826087
20;63.0;63.0;67.78115942028985;66.78670453041849;66.07030434782608;64.912796;74.12265292422164;66.70689276773281;67.48429848669454;83.9014347826087
21;63.0;71.0;68.0;66.9648654201248;67.03124637681158;65.58261;74.52121177921379;66.27093412712915;67.59335185689308;83.9014347826087
22;63.0;61.0;68.0;72.69672186850373;67.26468115942026;66.78158;74.73776222058626;67.72007405658792;71.01562742327386;83.9014347826087
23;63.0;63.0;68.0;72.05179670645522;66.40468115942029;65.39161;74.73888140033884;69.44311736165895;68.81337165849958;83.9014347826087
24;63.0;63.0;69.0;66.6366571642104;65.1378115942029;69.00207;74.54439708355464;65.67083972116536;67.53954413188029;83.9014347826087
25;66.0;70.0;70.0;67.86582391467095;68.44468115942028;69.20658;74.88388388174026;67.27069919979365;70.78366989664723;83.9014347826087
26;66.0;67.78115942028985;69.0;64.26953732812302;67.1234347826087;65.28926;75.04325768742017;68.03792417731103;67.01957842798572;83.9014347826087
27;66.0;70.0;71.0;64.82367492732816;67.8456231884058;62.917698;75.05739859783702;68.07504062975421;66.90927278678438;83.9014347826087
28;66.0;70.0;69.0;68.98269080542012;67.24905797101448;68.35722;76.24767463792615;69.81443275087301;69.99441593687806;83.9014347826087
29;66.0;71.0;70.0;63.86618083947851;68.41468115942028;67.10491;76.19232837425096;73.59363189786094;66.65375767543557;83.9014347826087
30;66.0;57.0;67.78115942028985;60.13309878033351;67.05686956521737;69.15641;76.15862535181905;70.59367547545457;66.73802008651577;83.9014347826087
31;66.0;77.0;72.0;67.26450997934798;68.33686956521738;69.16408;76.69936475211378;71.92184077232758;69.12655539248067;83.9014347826087
32;65.0;65.0;69.0;67.68700393338409;67.28249275362319;69.746506;76.50795789320664;69.66539700376961;69.46101681241318;83.9014347826087
33;67.78115942028985;65.0;71.0;70.06041875350215;70.18592753623187;71.40093;76.72699882219526;70.5268585654234;70.95914752846282;83.9014347826087
34;67.78115942028985;69.0;71.0;68.98448442633673;69.28498550724635;72.81433;77.01401960524788;68.31470336321068;70.73672971287401;83.9014347826087
35;67.78115942028985;61.0;72.0;73.29729974541053;69.58936231884057;74.4955;77.97422875646748;69.15939838212381;72.40069760332153;83.9014347826087
36;67.78115942028985;69.0;76.0;78.10673314273706;69.92030434782606;76.43079;79.06329439908481;74.02874302872128;74.23717672451355;83.9014347826087
37;67.78115942028985;65.0;75.0;85.74307277628934;70.37905797101449;71.73854;80.06255605976676;72.716322013624;75.06872722368918;83.9014347826087
38;67.78115942028985;67.78115942028985;75.0;80.5448597721298;70.34030434782608;72.87856;80.12401973882861;72.77661125182352;74.91169833760165;83.9014347826087
39;67.78115942028985;67.78115942028985;76.0;78.83016817486512;70.96030434782608;71.40279;79.87336495891076;69.71961648386232;73.97657103898871;83.9014347826087
40;67.78115942028985;67.0;76.0;82.169887065948;72.00905797101449;73.141495;80.09255610259598;71.75079556288824;76.18612036808982;83.9014347826087
41;67.78115942028985;67.78115942028985;76.0;82.45339321057696;71.79030434782608;73.75117;80.50572556267801;73.33982540116115;76.79170925065203;83.9014347826087
42;67.78115942028985;66.0;76.0;81.29533304555152;70.23249275362318;72.478264;80.74017085173206;66.75367547555068;73.72792994588207;83.9014347826087
43;67.78115942028985;63.0;75.0;76.7057432012648;70.76249275362318;70.58463;81.0953712326876;69.04859591456697;72.90843708008616;83.9014347826087
44;67.78115942028985;80.0;75.0;74.38348654495198;70.24155072463766;72.54836;81.13040285619694;66.57604237198932;71.25391024990954;83.9014347826087
45;67.78115942028985;67.78115942028985;75.0;76.3895240709172;70.71811594202897;68.77694;80.96269099859975;67.50551055133162;70.65222594236945;83.9014347826087
46;67.78115942028985;67.0;74.0;82.82470562659442;70.24811594202896;74.92871;81.0013009143665;67.28898282674012;71.91743381982332;83.9014347826087
47;67.78115942028985;80.0;75.0;83.03038669960146;71.17155072463765;76.71253;80.78993181981402;69.46657154087785;73.18943956239211;83.9014347826087
48;67.78115942028985;77.0;76.0;74.03136310027966;70.47249275362319;72.59535;80.67442839811581;71.47652694812372;75.41473057733009;83.9014347826087
49;76.0;77.0;76.0;81.15174074584114;77.36781159420289;75.460915;81.0097219616965;80.1484152359439;79.27203075993228;83.9014347826087
50;82.0;84.0;80.0;83.29017512940709;80.78;80.085846;81.55672192412182;81.0407824114786;80.58482985317922;83.9014347826087
51;115.0;115.0;103.0;98.45942819916758;103.26;109.09255;82.58173394865307;108.83096398475378;113.57604127258702;83.9014347826087
52;115.0;113.0;101.0;104.05625218878892;101.85;99.568726;83.50799614531195;108.55203699858073;107.87784147947609;83.9014347826087
53;115.0;97.0;103.0;114.57807483210371;99.22;104.86043;84.11013561553271;102.15656645508541;110.19436366416036;83.9014347826087
54;115.0;82.0;103.0;110.1179842875066;101.33;105.76573;84.53723598838017;104.15399426137702;114.18898344986704;83.9014347826087
55;115.0;103.0;104.0;121.61324569076723;105.19;98.46225;85.20367452627195;104.07687250554437;109.38540169088417;83.9014347826087
