;0;1
0;MAX_TEMPERATURE_C;0.07261593154449131
1;WINDSPEED_MAX_KMH;0.0528963395091276
2;PRECIP_TOTAL_DAY_MM;0.01369771986740941
3;HUMIDITY_MAX_PERCENT;0.029534847851030513
4;PM25_t;0.15647719255980916
5;MAX_TEMPERATURE_C_T_1;0.04835790174073733
6;WINDSPEED_MAX_KMH_T_1;0.050982374350547414
7;PRECIP_TOTAL_DAY_MM_T_1;0.014509597818459806
8;HUMIDITY_MAX_PERCENT_T_1;0.022635086799072956
9;PM25_t_T_1;0.17907590551542407
10;MAX_TEMPERATURE_C_T_2;0.039597720728200086
11;WINDSPEED_MAX_KMH_T_2;0.044871998317464794
12;PRECIP_TOTAL_DAY_MM_T_2;0.012823570396727409
13;HUMIDITY_MAX_PERCENT_T_2;0.021760153346882364
14;PM25_t_T_2;0.2401636596546157
