;0;1
0;MAX_TEMPERATURE_C;0.021561039967954405
1;WINDSPEED_MAX_KMH;0.005229261670957778
2;PRECIP_TOTAL_DAY_MM;0.0013524469360936613
3;HUMIDITY_MAX_PERCENT;0.002160839445015981
4;PM25_t;0.08652964081741954
5;MAX_TEMPERATURE_C_T_1;0.011513000501823764
6;WINDSPEED_MAX_KMH_T_1;0.003804332243250826
7;PRECIP_TOTAL_DAY_MM_T_1;0.0008895280537222754
8;HUMIDITY_MAX_PERCENT_T_1;0.0006512400913411012
9;PM25_t_T_1;0.15487079341074692
10;MAX_TEMPERATURE_C_T_2;0.003276015733296161
11;WINDSPEED_MAX_KMH_T_2;0.0036489888771804924
12;PRECIP_TOTAL_DAY_MM_T_2;0.002727696056701766
13;HUMIDITY_MAX_PERCENT_T_2;0.0003895566690291391
14;PM25_t_T_2;0.11551815628959762
15;MAX_TEMPERATURE_C_T_3;0.0012684867219362977
16;WINDSPEED_MAX_KMH_T_3;0.005283487586945856
17;PRECIP_TOTAL_DAY_MM_T_3;0.0011845948773271948
18;HUMIDITY_MAX_PERCENT_T_3;0.001552569177117129
19;PM25_t_T_3;0.0900833543979916
20;MAX_TEMPERATURE_C_T_4;0.0022375372674300806
21;WINDSPEED_MAX_KMH_T_4;0.002647037636892011
22;PRECIP_TOTAL_DAY_MM_T_4;0.0005272664859016856
23;HUMIDITY_MAX_PERCENT_T_4;0.0008863386177653287
24;PM25_t_T_4;0.0836001223403119
25;MAX_TEMPERATURE_C_T_5;0.001454891852264273
26;WINDSPEED_MAX_KMH_T_5;0.001342583200580335
27;PRECIP_TOTAL_DAY_MM_T_5;0.0016903379473532114
28;HUMIDITY_MAX_PERCENT_T_5;0.0005927642420534324
29;PM25_t_T_5;0.1301561063194783
30;MAX_TEMPERATURE_C_T_6;0.002283935085948345
31;WINDSPEED_MAX_KMH_T_6;0.002338755772319826
32;PRECIP_TOTAL_DAY_MM_T_6;0.0007164319826053347
33;HUMIDITY_MAX_PERCENT_T_6;0.000901882826040296
34;PM25_t_T_6;0.09474667086576596
35;MAX_TEMPERATURE_C_T_7;0.001194249955170414
36;WINDSPEED_MAX_KMH_T_7;0.0006085554769949601
37;PRECIP_TOTAL_DAY_MM_T_7;0.00042460093294983313
38;HUMIDITY_MAX_PERCENT_T_7;0.0009256553642515845
39;PM25_t_T_7;0.003613500860374056
40;MAX_TEMPERATURE_C_T_8;0.0008530141805679144
41;WINDSPEED_MAX_KMH_T_8;0.0014682945568519053
42;PRECIP_TOTAL_DAY_MM_T_8;0.0005722365945552454
43;HUMIDITY_MAX_PERCENT_T_8;0.0008532958980944167
44;PM25_t_T_8;0.002241783989591596
45;MAX_TEMPERATURE_C_T_9;0.0005272146116622553
46;WINDSPEED_MAX_KMH_T_9;0.001610249412219606
47;PRECIP_TOTAL_DAY_MM_T_9;0.0008202557655650598
48;HUMIDITY_MAX_PERCENT_T_9;0.0006365067861390017
49;PM25_t_T_9;0.0015613294502373905
50;MAX_TEMPERATURE_C_T_10;0.002034569078808176
51;WINDSPEED_MAX_KMH_T_10;0.0004525446555219261
52;PRECIP_TOTAL_DAY_MM_T_10;0.00038590674697173613
